token,coefficient
bull,0.23189984786966958
hear,0.23112550219902503
scifi,0.22995419333464054
milk,0.2297472289314444
dirty,0.2293896301003409
sam,0.22923353425420953
rising,0.22873035206098927
ll,0.228248440628349
greenhouse,0.2281726146216862
research,0.22784819876111403
wine,0.22748013901615552
initiative,0.2267839851706078
jay,0.22664031578402627
pacific,0.22648476650684646
reboot,0.22536937141291336
youth,0.22520074702357012
power,0.2251102330687239
strap,0.22448070059775926
weird,0.22377352674522963
page,0.2233497217471821
weather,0.22274768262872255
fix,0.2221989624391347
foot,0.222015728970667
food,0.22122347669124273
changing,0.22000258787464774
teen,0.21885835707446172
hand,0.21816914587013223
beard,0.217670533879752
dying,0.21707432043646765
collaborative,0.21701697547477827
standing,0.21689841194488016
von,0.21688450318661187
beautiful,0.21655644482787978
shield,0.21496840938170841
ghost,0.21446996391924739
hour,0.2143730154310398
adjustable,0.2142869532125469
main,0.21406029185955758
bullet,0.21330206805949062
magic,0.2129207464874613
gods,0.21272283177273946
artists,0.21227767703820122
chasing,0.212052939040011
seven,0.2120400406570441
infinite,0.21182211610468343
liquid,0.21119149305175572
completion,0.21089402855087522
crew,0.21006196018145792
messenger,0.2099183480725843
tape,0.2095048374262823
close,0.2093609290749746
human,0.20932754274705684
club,0.2085524006030453
launch,0.20849723393966677
cart,0.2084736628589455
phoenix,0.2079457020303761
dreaming,0.20792082366474343
monkey,0.20723103058629333
