token,coefficient
hunter,0.2068691038335682
miss,0.20616718611969823
high,0.2053455647651318
come,0.2051771894521357
diy,0.20507823234301906
eat,0.20487151100151074
charles,0.20482319831741994
circle,0.20423579387535593
classical,0.20374152882686108
shadow,0.20354463607727377
george,0.20334313549522234
mount,0.20275064808312993
theater,0.20177850144046316
restoration,0.20161112399684508
lights,0.2011627809782088
central,0.20052424089373885
round,0.20052166886151476
cookie,0.19940575961973647
happy,0.19886432862110853
marie,0.19793880637486505
fast,0.19756456903390318
missing,0.1975040525677557
grade,0.19749920310634164
steam,0.1972009578646386
tree,0.19623297274384127
skies,0.1960915408945558
day,0.1960428810257647
michael,0.19603206538434328
rhythm,0.1958615469375812
wife,0.19516136690117403
portraits,0.19513781633286267
moving,0.19495265614698698
away,0.19482470908811905
scratch,0.19476023678288049
quiet,0.19424902026933966
flowers,0.19421283276600348
convention,0.19355890546985224
hope,0.19141678605138146
tours,0.1902350251845111
takes,0.18928815497112475
valley,0.1886362321372555
tooth,0.18822272594412431
controller,0.18807806903156563
podcast,0.18664611775642048
para,0.18633592225186538
bob,0.1854802603191399
egg,0.18447560762113493
live,0.18442421377537452
web,0.18392824459250065
tracks,0.18265346610781774
report,0.1823009052950414
tall,0.1822081515739521
raw,0.18077007346353247
tokyo,0.18041524316357302
justin,0.18032157831588508
cotton,0.1801270163105352
french,0.17991075763964928
connecting,0.17943884458174766
million,0.17918080614098972
feel,0.1787685476198391
sense,0.17835892534688758
say,0.17785937420653147
hat,0.17777954090783044
wolf,0.17669635441176368
prayer,0.1756191349906429
local,0.17469925568993475
created,0.17422084618998654
tiles,0.17413326802197357
coming,0.17401519315268016
reflections,0.173768927086568
access,0.17376455064008303
hearts,0.17375309468845554
trail,0.17347639208191012
skin,0.17332211543668374
flip,0.17324077163453466
lifetime,0.17291980531694887
loves,0.17151375625714813
laptop,0.17146545647373654
times,0.17126303121654565
crisis,0.1706708842033433
colour,0.17059669089544238
voices,0.17011030155946127
poems,0.16960596424091814
touring,0.16946284620425545
stem,0.1690299733005869
normal,0.16825915322445592
school,0.1682103772117195
revival,0.16806363044978978
henry,0.1676816177805058
letter,0.1676575701122365
wave,0.16754906785631152
sweet,0.165836520847804
sheep,0.16514369104335025
different,0.16499375006836914
fantastic,0.16390959018936468
final,0.1639004735991025
gate,0.1629789290281287
collector,0.16270148736221188
china,0.16241577547949476
celebration,0.16178853916791078
ladies,0.16170129057780736
shooting,0.16162480530609516
market,0.16136189642508525
german,0.16049475742312697
play,0.1604639675193015
protection,0.16043922521903733
mexican,0.16041093521401117
fully,0.15920749579211488
way,0.15749914539790835
bears,0.15688486638256052
king,0.15641771696999465
ft,0.1560491223251434
eden,0.155808739410785
industry,0.15518586169332932
grand,0.15496465512835864
simple,0.15441386823404388
oil,0.15399650568112128
area,0.1530468689633128
dvd,0.1530462009994123
photo,0.1510992719808098
character,0.14971898651108287
glow,0.14940017330990799
posters,0.14878792409420977
valentine,0.1485184990361686
farming,0.14846770997448766
feature,0.14844065208890755
burn,0.14777960623666336
extra,0.14755852285544943
bracelets,0.14741955374178586
hands,0.14669422342774233
fly,0.14646519415681444
wonderful,0.14600558455855267
wanted,0.14576115912664803
animals,0.14550508542923463
tennis,0.1443469301624598
premier,0.14412589104684465
monitor,0.14360230185628362
story,0.14218190694408409
pink,0.14174394068092752
expand,0.14163025257452022
ice,0.1411368719129078
augmented,0.14053025146248513
et,0.1403866297195889
don,0.13945916347983459
minute,0.13923424778442625
bound,0.1388671895025523
evolution,0.1388166061290842
elephant,0.1383413817912856
person,0.13738114866170403
beat,0.13675339430574934
award,0.13667946312058568
comes,0.136656778857399
jar,0.1365910485109458
photographic,0.13650563625451634
door,0.1362333535407532
mr,0.13521147653132362
stranger,0.13472392600304653
living,0.134196275444108
non,0.1341168663596705
studio,0.13379133153929995
blue,0.13377599778077995
pain,0.13335186274606795
ship,0.13280649445549
capture,0.13256265642575218
train,0.1300649753693886
factory,0.1300497726086973
bug,0.12994626060612435
painting,0.12979933483352454
quest,0.12977143932268936
showcase,0.12959647536901567
romantic,0.12946020696684518
bronze,0.12877702172052247
medieval,0.1279281433849734
comics,0.12738397339990992
explore,0.12699710979871648
opening,0.1259894419305926
waste,0.12594196095842866
lunch,0.12580851130562085
accessory,0.1252745456091541
cloud,0.12516321673177402
solution,0.12504472022995647
conference,0.12428371741113196
people,0.12399801074905924
worth,0.12187846367518722
pad,0.12037550366589382
era,0.12021895207212777
sci,0.11926722614852245
working,0.11854890502657565
lgbt,0.11834354481969253
sale,0.11733566460598617
invasion,0.11502175045789764
welcome,0.11406525431373973
ones,0.11361830725389309
sky,0.11228564809736274
athletic,0.11208705100629766
frame,0.11202363581476889
faster,0.11181894519282531
upgrade,0.11159918981292885
lovers,0.11072832589851711
ugly,0.11057759372205776
stick,0.11039606298604028
duck,0.11034005078592558
thriller,0.110110172667873
heroes,0.109816614998405
seasons,0.10904948515058768
elements,0.10901265107344206
head,0.10892226874518737
booth,0.10820884621751277
brick,0.1075232399595212
ebook,0.10747009144873015
easy,0.10721102304422231
box,0.10712973901546746
fabric,0.10699606506666849
broadway,0.10699191568522805
hotel,0.10590971580820331
gardens,0.10538156267593898
pay,0.10276302417270687
highway,0.10239155468180745
note,0.10035801885141256
st,0.10033424139264002
kid,0.09894416789058784
weeks,0.09719626558334701
straight,0.09595872681533005
natural,0.09571627224342556
town,0.09548357613452972
lifestyle,0.09502975783168277
miles,0.0949738166756702
brown,0.09379641785549336
got,0.09302190514975711
subscription,0.09189606600266804
politics,0.09180879372773122
rose,0.09171860036345773
hate,0.090565808821408
taste,0.09038819589046
toys,0.09018433159460966
level,0.09004472199693304
traditional,0.08967635309308793
corner,0.08859970457438145
reel,0.08839591152527722
born,0.08770717302049542
mirror,0.08734706784440688
spread,0.085479283446585
saint,0.08542264311691644
days,0.08517848098847457
york,0.08431794322496002
toronto,0.08414031439591155
imagine,0.08268679536660425
paradise,0.0826449144958126
lighting,0.0825720753712623
surface,0.08195454549631975
tube,0.08133151286182676
dinosaur,0.08016681626935179
novella,0.08003773735289946
chance,0.07942522257696266
table,0.07918645917917325
office,0.07848649517692496
star,0.07654990211764062
american,0.07633697034383452
concert,0.07570228004547888
rainbow,0.07538069817282586
global,0.07529878560429762
chair,0.0746993368933897
soup,0.0746983327384419
seat,0.07431916313115716
bella,0.07301698568642553
code,0.07145207868957294
restaurant,0.06977152901173612
streaming,0.06955587391443856
giant,0.06803459887466004
seen,0.06664041778836063
untitled,0.06618372226827322
capturing,0.06528589258204567
funds,0.06495726075032372
eating,0.06457023432081352
jackson,0.06424076524394737
anti,0.06420636901943279
rob,0.06365330067325117
personal,0.0635049091863467
song,0.06332501777787755
wheel,0.06262456196624482
remix,0.062429826938580846
origins,0.06092744154608701
fish,0.06023101654603085
portfolio,0.05845870524590888
worlds,0.05778037963844892
angeles,0.057023456404811664
rain,0.056878260176918334
bowl,0.0567988576727462
size,0.05640828991398855
fidget,0.0563387421029231
eye,0.056225802528188894
castle,0.055746305047238515
poetry,0.05555139334405507
fiction,0.05442734540350811
muse,0.05343395221024519
tank,0.05269024908785616
tech,0.05219114271422716
multimedia,0.0514502863566502
party,0.050987226291978945
bird,0.050832600182601634
death,0.049746127306996304
wing,0.04947249414206548
victory,0.04945806583088015
physical,0.048966620571740185
shift,0.04774335723069041
secrets,0.04700841889401899
lion,0.0467366539250263
guy,0.046461192289127595
hunt,0.04641046905667173
twin,0.04493914375609508
end,0.04427672383939704
tablet,0.04393074568727061
theatrical,0.042518944688454664
design,0.042413497278662365
movies,0.04220288139305364
tap,0.04210249902250483
digital,0.04198673721310319
workout,0.04186986723628608
surf,0.04172414856964346
gravity,0.04157008341985078
experiment,0.04136888531290851
band,0.04116358497843001
fight,0.04077898277063671
falls,0.04047861358810345
earth,0.040261690473591384
signs,0.04018868531067699
old,0.0387107872970483
babies,0.03866694525405624
county,0.037958405484386164
towel,0.03697150067728368
medicine,0.03632919975513619
super,0.036192339805991215
hd,0.03588149497854784
michigan,0.03458637074038692
kickstart,0.03370019988164451
standard,0.03346641277631864
memory,0.03342457618389815
bracelet,0.032359804240872224
storm,0.03198114477636611
look,0.031846692318451324
treasure,0.03176983294698184
urban,0.03167496567483803
shot,0.03129951406747853
orange,0.030939866606100562
ya,0.03082137910496905
eats,0.02949995380737432
arcade,0.028492484811250857
bees,0.027513965508681997
moment,0.02705044124803503
colors,0.02693033453775124
culture,0.026749035776951646
cutting,0.025588612931797605
wings,0.0241201892123636
language,0.023845869772978832
technology,0.023307492657091054
loved,0.023190558192990186
point,0.02290331180760393
drone,0.022116780768941708
children,0.021841645512281876
sandwich,0.021031851654638608
diaries,0.020652980826228132
finding,0.020354407957188004
job,0.02015046209630446
el,0.02006843114787107
cancer,0.01936222620998201
boys,0.019273462745707907
dr,0.0182363804342038
bringing,0.01742970311345068
meditation,0.0168202004331882
mission,0.01580766486979313
oregon,0.015203666063622534
sin,0.014680593886437556
test,0.013790980869779782
meals,0.013675115154394835
european,0.012972513036559928
station,0.012065537940350658
creative,0.011990663240019996
retro,0.0114332161014114
bake,0.010828760741036473
soundtrack,0.010403423036446218
william,0.010034146150862098
original,0.009732059813214828
pride,0.009687548059270358
wicked,0.009604883663326536
rise,0.008955022488990525
model,0.008300702884773675
know,0.008074800906664868
baby,0.007367453708239991
bad,0.007013972998571294
accessories,0.006361536563379412
inspiring,0.006288821664324541
doors,0.006285585880092809
range,0.005566758719208026
collar,0.005284486526019919
running,0.004814297980917347
cap,0.0034807978681679307
graffiti,0.0018495676623008642
happiness,0.0011244017158911618
security,-0.0004213404841732662
young,-0.0009091583580742751
wonderland,-0.0016946841780390394
africa,-0.0021119850772512443
universe,-0.004865639197957963
famous,-0.005424608469497467
inspirational,-0.005724021552073971
exercise,-0.0059236754752333065
house,-0.006288665788330304
op,-0.006459732931465682
phone,-0.006647070759553994
art,-0.007107158660718769
diego,-0.007398055797021174
animation,-0.00805197016691124
der,-0.008330214340213787
follow,-0.009660960477898982
galaxy,-0.009951330728189382
kingdom,-0.010422190676600522
warrior,-0.01071225192096793
movie,-0.010735813332280063
sets,-0.010900094977766473
lil,-0.011303572654340963
love,-0.011319698093026012
child,-0.011625026790465478
musical,-0.012592299561422167
thinking,-0.012864922842267486
blind,-0.012896979131169403
shop,-0.013175755796767065
translation,-0.013815647820678952
english,-0.014275213313730198
kiss,-0.0148536151918472
planet,-0.014951623640172414
blood,-0.015503767685240059
reader,-0.01649540252579891
justice,-0.016519664173759625
woods,-0.016673634281727932
nick,-0.01737492487595245
breaking,-0.017732516212366562
iphone,-0.017979882728601612
holiday,-0.018507389366222347
knights,-0.01864942349067053
northwest,-0.018686153955958244
wisdom,-0.01884522915114496
vision,-0.019002825967971648
boss,-0.019822469909658483
wall,-0.01991706516024169
expanding,-0.02052349727903556
official,-0.02070218944386649
grid,-0.02083246149831338
balloon,-0.02120820987346618
road,-0.021328373185890676
mat,-0.021608795430329522
episode,-0.02269986206207332
devil,-0.022792372488172674
experience,-0.023012234970843464
arts,-0.02325783401939213
time,-0.02369016320647192
month,-0.023792324526990073
realm,-0.023818141668977628
fusion,-0.023845634435290024
vr,-0.02394248800517434
eyes,-0.024401716823314115
taking,-0.02447483700228546
ninja,-0.025093415246104325
nature,-0.025936994246512645
class,-0.026484681739745556
dance,-0.02656006368043124
national,-0.02682058868586102
innovation,-0.026935208888434765
flying,-0.02711044438748429
monthly,-0.027328175402834748
kind,-0.027816857255580814
wizard,-0.027844830624559887
underground,-0.028998162604283843
bed,-0.029202938514329604
skills,-0.029373968847263413
cool,-0.03200415735188861
crown,-0.03261114998621521
attack,-0.032682387870368104
breakfast,-0.03400844604866052
animated,-0.0341703586391179
dancers,-0.03451029370755118
written,-0.035459753595585876
lord,-0.037560019204515634
flame,-0.0380059805861234
soap,-0.03837782832771099
stone,-0.038511389014116694
feed,-0.03853678678649954
outdoor,-0.039293582791576964
liberty,-0.03982608498973901
choose,-0.040179975841841666
inspire,-0.04103125993816744
flower,-0.04164702037541606
mental,-0.041920276447197334
pottery,-0.04226122512531526
divine,-0.04314667434262021
drive,-0.043402395282668614
heritage,-0.04354526552665585
paperback,-0.04383570466209586
grill,-0.0440264982106186
talking,-0.04553337561069886
trash,-0.04574109288841964
came,-0.046791283765542
oh,-0.047257449513393314
eternal,-0.047775139079333465
broken,-0.049980159487212586
preservation,-0.05092757281426638
ink,-0.05118520871421865
bible,-0.05161674201297813
dead,-0.05183121574271751
jewelry,-0.05312377489779637
word,-0.05624597784118844
pc,-0.05647223047271207
mosaic,-0.05662966616801968
walk,-0.05832372580240953
driving,-0.058492341438495285
kyle,-0.05871170570103492
concrete,-0.058784824692174234
body,-0.05947355904602867
supply,-0.05948044625932278
beach,-0.05968940927641558
switch,-0.06013305019273286
opener,-0.06101607243625527
gamers,-0.06216705310369401
stephen,-0.0621715658916754
fabulous,-0.06246567914903252
needs,-0.06440752197225917
fit,-0.06486136075409404
action,-0.06523413095195998
neo,-0.0659034682297298
murder,-0.06626771928974039
birthday,-0.06681752274398507
santa,-0.06706846981198465
hey,-0.06777156939240574
teach,-0.06812953676601356
mary,-0.06832617730376081
add,-0.06874362021921153
tag,-0.06958200250111887
swimwear,-0.07093659277854232
company,-0.07120112607663681
boards,-0.07223087148928847
wants,-0.07247432400933145
ride,-0.07351948911870065
phase,-0.0739850677839902
vintage,-0.07471508462578517
visions,-0.07472727781377403
step,-0.07487982623960522
uncle,-0.07497084483964146
kids,-0.07505033062200078
families,-0.0757906267333132
wish,-0.07590596297208105
thought,-0.07622071648328829
self,-0.07630077734145851
track,-0.07653060603754602
nights,-0.07680938305743375
twist,-0.07709170181098374
pillow,-0.0771537874933289
pizza,-0.07732131845988063
pool,-0.07735804304468949
jersey,-0.07735872158077688
royal,-0.07836376824215717
writer,-0.0784522443806128
environment,-0.08022061382373362
italian,-0.0810624536398231
son,-0.0811949434214789
team,-0.0816819470679985
vampire,-0.0817973422425561
theory,-0.082646988568187
pirate,-0.08307599626063886
authentic,-0.08315407892017083
systems,-0.08335382391212914
major,-0.0838335614318735
historical,-0.08463690129182269
pub,-0.08480822743694033
age,-0.08485282247881301
tasty,-0.08487331276297305
master,-0.08548115816176087
wwii,-0.08573884807220827
vs,-0.0873680401780581
plus,-0.08785029944138026
lonely,-0.08835681690299645
students,-0.08905549781190772
woman,-0.08941859700079975
photos,-0.08984980210275498
cowboy,-0.09008454189427141
clip,-0.09031708395701313
smile,-0.09034847346495878
latin,-0.09067842402254908
project,-0.09141563974594474
audiobook,-0.09199804977541455
shades,-0.09215112451651716
society,-0.09236724771463616
scene,-0.09265758976495858
express,-0.09278843905391446
survive,-0.09319986117027647
stickers,-0.09367883757480132
sweets,-0.09371835965918787
washington,-0.09401515485384329
california,-0.09490270809400381
rock,-0.09622277244610543
festivals,-0.0984082231203978
horror,-0.09856820382814385
production,-0.09920654717562696
believe,-0.10044753571677179
honor,-0.10075250610926889
steel,-0.10147309490096634
stop,-0.1023475801960625
lane,-0.10303309812862976
files,-0.10348023934592353
enjoy,-0.10514073861610171
leave,-0.10602961067861297
create,-0.10669050672792904
chef,-0.10669524030123022
video,-0.10713514059454979
speed,-0.10784998923081518
innovative,-0.10897350876643362
share,-0.1091874787842163
heard,-0.1093232371713679
shows,-0.10968570609291423
true,-0.11022542862579005
legends,-0.11073349728962342
superhero,-0.11321010584314786
chaos,-0.11327034290008166
houston,-0.11373851850084349
brush,-0.11428251475445944
lies,-0.11457607966226242
anthony,-0.11517690553013744
mi,-0.11547701479737414
dad,-0.11956846944503202
ballet,-0.119613284580667
unknown,-0.12033210982351802
jewish,-0.12117809592603862
guitar,-0.1221540616247547
cause,-0.12293055203289854
upcoming,-0.12344010292219583
purple,-0.12537370515882343
demon,-0.12607374807884655
activity,-0.1269811203881176
clothes,-0.12784288206408453
interactive,-0.12884491783160465
bay,-0.1290877595924528
audio,-0.12980478502022952
pot,-0.12990631223305374
reign,-0.1306548547675229
hero,-0.13199324804134083
early,-0.13272113093817883
wildlife,-0.1327877317792025
holy,-0.13369564016302407
ad,-0.1337518535792486
rescue,-0.1338966504532161
learning,-0.1344043429873717
zealand,-0.13517111013935784
free,-0.1360239128895107
words,-0.13648899397985584
jewellery,-0.1375603781241022
discovery,-0.1394497446982726
energy,-0.1409401361985233
drop,-0.14095122151381953
cube,-0.14110520016140388
role,-0.14131336139397152
boat,-0.142020000391561
lego,-0.1420692236117065
flight,-0.14212043324402246
title,-0.14244074762340345
did,-0.14258356211073075
cult,-0.1426433341055432
virtual,-0.14356055512420685
aerial,-0.14440745641481745
line,-0.14610044580319062
lives,-0.1464216221051637
romance,-0.1466129251428113
jordan,-0.1470447441284678
version,-0.14789219317710012
loving,-0.14800802592183127
reunion,-0.1487875875235939
australia,-0.14898510021814973
dare,-0.1497433142548067
rights,-0.14986826147117438
remote,-0.15019528308052066
dessert,-0.15063096719779492
forgotten,-0.15180432914950714
support,-0.15289081175862804
darkness,-0.15357030144186923
adult,-0.1536367871365986
singer,-0.15500037730557836
celebrate,-0.15528404975156887
nashville,-0.15546161884461693
oz,-0.15642061578884522
cars,-0.15773092940453187
pit,-0.15973533664787073
health,-0.15984409201218502
favorite,-0.16063230260461953
organic,-0.16173159094173986
talk,-0.16205178620491065
floor,-0.16353190959395142
game,-0.16392490720528877
canadian,-0.16407676826975473
funny,-0.16450514181001213
diversity,-0.16455034010134206
anime,-0.16489702831146358
stuff,-0.1653655602098549
historic,-0.1659252371641076
humanity,-0.16645191709657894
operation,-0.16650956874231376
metal,-0.1674415363895615
cute,-0.16747106325667338
apps,-0.16860303686309114
disaster,-0.1689245109044673
race,-0.17075371964563368
tower,-0.1713985588755899
autumn,-0.17179936649945043
safe,-0.17283251566080088
ass,-0.17393319742661312
environmental,-0.17409079260611063
killer,-0.1749069030089571
parks,-0.1758454632598026
silent,-0.17684801829607313
lake,-0.1773054447182497
forever,-0.1774972023407693
solar,-0.17794419676649192
today,-0.17854298922337725
thomas,-0.17940146339505542
zone,-0.1805469543446975
effect,-0.18062920783969172
connect,-0.180721584247529
tail,-0.18079070217018853
pick,-0.18104133556421712
buy,-0.18263683118817367
grass,-0.18301370240642495
apocalyptic,-0.18320245580092806
shoot,-0.1834233458335066
movement,-0.18423817527120553
minds,-0.18436960953400638
organizer,-0.1853166856091692
weekend,-0.18536535072924104
geek,-0.18576493491090332
black,-0.18590156905729202
suit,-0.18644733371296338
search,-0.187264260546525
soaps,-0.18796752080924797
guys,-0.18802093450715984
player,-0.18808428543169448
secure,-0.1884975582814923
academy,-0.18909945143991153
study,-0.1891905435628172
tribute,-0.18928076905780963
cooler,-0.19078981505209985
rush,-0.19202720331343778
driver,-0.1926753931730184
journey,-0.19271168436543
squad,-0.19338428132199392
inch,-0.19469626583294694
autism,-0.1954844397398196
covers,-0.19639063916136984
rules,-0.19861052025276113
windows,-0.19879591336742272
schools,-0.19944841808660693
greatest,-0.20019162580183808
international,-0.20108757364559668
view,-0.20636354712709915
calling,-0.20643607318383622
bean,-0.20699772156745874
printed,-0.20725325835376138
hi,-0.20745334383165825
pole,-0.20759586199329333
awakening,-0.20981467672369078
match,-0.21010190354101654
apocalypse,-0.2109110954119735
hidden,-0.21106685266574238
using,-0.21138801704828492
aka,-0.21140568992396505
zombies,-0.21288897757962533
link,-0.21294353171277838
undead,-0.21494383551201782
backyard,-0.21497389471326964
burger,-0.2149927019595822
told,-0.21505708759209
balance,-0.21620465580569348
wrong,-0.21628523955433557
soft,-0.21835570237551097
great,-0.21946164943282032
truck,-0.21992105843642223
nightmare,-0.22053250965925258
novel,-0.2214222007756332
centre,-0.2214942354219286
scale,-0.22263349071723837
limited,-0.22282720198464992
paintings,-0.2228796553700366
common,-0.22358265451181294
trying,-0.22447183339911592
competition,-0.2245105120198347
alive,-0.22500135755328343
jump,-0.22799391600188118
wrap,-0.22829655195616774
green,-0.2288859773845697
venue,-0.22907535868993248
writing,-0.22960117049431192
need,-0.23082596307814676
clean,-0.23119616155069347
battle,-0.23164452343420763
gone,-0.23267600910245076
recovery,-0.2327829771563073
fallen,-0.23572395376761274
generator,-0.2372706204378786
colorado,-0.23794906133790678
positive,-0.238267415559909
country,-0.23990803441728886
group,-0.24012276623431586
eve,-0.24101425805393759
fund,-0.24159439496481344
man,-0.2418599245378134
miami,-0.2424557864427502
funk,-0.24266621127185042
england,-0.24322679190665378
cake,-0.24359932403653428
suicide,-0.24498718519549254
friends,-0.24502541820117063
really,-0.24520297795881704
faces,-0.24565616054759631
list,-0.24575718972188307
amazing,-0.24576333790557828
killing,-0.24642850124460325
instant,-0.24656815219153405
jam,-0.24690743183336833
kitty,-0.24825166100987822
ca,-0.2484450810964214
native,-0.2511374971285367
try,-0.25360193969359485
hell,-0.2538166106372163
kings,-0.2554456280558076
past,-0.25589829112924156
guitars,-0.2570797795707648
stage,-0.2574971059008212
guardian,-0.25872101832836675
police,-0.25899333024889265
mobile,-0.25974832071647913
cover,-0.2599745921320308
harmony,-0.26018209159470507
internet,-0.2603219346581307
heaven,-0.26044916887630154
crystal,-0.2607458672993806
sand,-0.2607802207199771
evil,-0.2634319752775505
jones,-0.2636192889799239
sounds,-0.26647650342497486
window,-0.26687225135250353
spot,-0.26744623432275094
soccer,-0.26745468439699377
ohio,-0.26751620099843254
review,-0.268259534264986
skateboards,-0.2686721656751198
care,-0.2689401336244032
chic,-0.2697597526327323
rebel,-0.27105797351981864
hunting,-0.2723402631415168
fans,-0.2725379686054782
adventures,-0.2726550632691184
saving,-0.27290267045947164
bands,-0.27296174306119736
mad,-0.27405218743816157
music,-0.27461444325581347
thoughts,-0.2752571180456306
agent,-0.27629619255992993
helmet,-0.2781499951485351
spirit,-0.27925341178362384
pour,-0.27927330105984316
healing,-0.27982718068721485
educational,-0.28033536614569005
flag,-0.2819644336361978
peace,-0.2821681848857267
gift,-0.28256040772152397
garage,-0.28373319939623703
escape,-0.28393591091904996
help,-0.284258413865459
birth,-0.2855730598354701
phantom,-0.2856500603263735
brother,-0.286673744201871
break,-0.2884838094906955
ball,-0.2889570323607798
creativity,-0.28914858909432195
stand,-0.2907125684404208
gamer,-0.29082559261708524
blues,-0.2927118758997505
frozen,-0.2927578175499085
knight,-0.2941907787520549
drum,-0.2950679631880311
empire,-0.2953890653372913
america,-0.2971210047777225
flavor,-0.2978374359675168
sick,-0.2981315344646404
cross,-0.29938336202822924
driven,-0.3004568054930063
lounge,-0.30066588668122274
memories,-0.3007607901567607
family,-0.30122574631069865
idea,-0.30122750100578516
shower,-0.3015365860921419
remember,-0.30224304408422054
expo,-0.30279321233496603
pursuit,-0.3037192999282494
site,-0.3039186789851505
electronic,-0.3046778558339044
route,-0.3051817681721404
halloween,-0.3057378261460705
alien,-0.3075948143419927
artistic,-0.3077448857652484
demand,-0.30913698072665574
origin,-0.3095183568066791
think,-0.3100772785269305
dollar,-0.310589042729344
creating,-0.31147450497614015
engine,-0.3126938623553344
wedding,-0.31277428887865516
series,-0.31298016398732476
unique,-0.3151255484907242
war,-0.3159713315520279
rack,-0.3165497148830928
prince,-0.3182266839383091
forward,-0.3183075320446852
crazy,-0.31844062813057084
games,-0.3184830078853031
stay,-0.3190702654998495
sauces,-0.3205072337979822
sculptures,-0.32118075743674906
face,-0.3223492740379965
publish,-0.3229222806555317
skate,-0.324018029485391
madness,-0.32408497120918606
butterfly,-0.3245141098481307
god,-0.32537558873215233
hood,-0.325530091948951
maze,-0.3266629988631478
shirt,-0.32701204384179383
father,-0.3274427025037534
violence,-0.3278287454034882
decor,-0.3295164681221704
johnson,-0.3315008779130051
fear,-0.3329041834758779
text,-0.3338837747397826
plays,-0.33437717623395147
reach,-0.33540506802666575
performing,-0.3358186396434273
legend,-0.33623578281704464
memorial,-0.336274930644613
grind,-0.3383721739553736
parents,-0.3387271224411109
johnny,-0.3397912849696508
capital,-0.3401132340433319
trailer,-0.3401158485636895
ready,-0.34111370671009744
protect,-0.3414246661852856
hats,-0.34229999621167007
daddy,-0.3446858595662895
candle,-0.345142161134205
program,-0.3452227527237156
crowd,-0.3452878067310651
cupcake,-0.3479217003881971
math,-0.34970759175142374
knowledge,-0.34981172850918274
therapy,-0.35016262172869234
em,-0.3541003705078293
indoor,-0.3551639679118999
wear,-0.35606303732299294
private,-0.35670545953068566
difference,-0.35717011497901935
college,-0.3585810039806153
trading,-0.35978944132111224
arena,-0.3598146072000561
barn,-0.3603064226985138
tee,-0.3603559798359061
sign,-0.36266985166380017
baseball,-0.36335381485317636
path,-0.36361580882880623
imagination,-0.3658283542587025
creation,-0.36628372088185174
profit,-0.3668052294606516
weight,-0.36903721621985963
fate,-0.3714402197584645
inspiration,-0.3721063042268278
midwest,-0.3734257559003126
training,-0.37696447199867134
louis,-0.3793862889316355
putting,-0.3808256046926789
case,-0.3810786867469953
angel,-0.3822134836763282
pong,-0.3835432002606618
soul,-0.38537757524355204
voice,-0.3854852889153599
coast,-0.3859847268734001
platform,-0.3861445956635664
education,-0.3861544764364391
songwriter,-0.38727994307069474
radio,-0.3872870738178762
christmas,-0.38753459533320256
snap,-0.3878393037576858
soldier,-0.38813457489539477
tears,-0.38880976553844876
nation,-0.38897883585387333
professional,-0.3894345339118928
tony,-0.3894932599789618
captain,-0.3903014844473391
dogs,-0.39097312093974457
car,-0.39365219491290626
redemption,-0.394755112569006
hockey,-0.39534874633780615
law,-0.3963921966113825
data,-0.39645072938249765
legacy,-0.39688017486617805
teaching,-0.397471540276403
cultural,-0.3990722203923349
cooking,-0.40020557465007534
cases,-0.40076472899917537
italy,-0.4021250331865599
television,-0.4022892969648539
fashion,-0.40384216398327183
videos,-0.4043881839820801
beauty,-0.4049058805987098
photographer,-0.40544065500399834
independent,-0.4055109336351566
spanish,-0.40558151648613694
occupy,-0.40670895886813696
gun,-0.40707440323349575
karma,-0.40796536355067264
cookies,-0.4082554118748087
late,-0.40831475388948774
angry,-0.4090974661851094
culinary,-0.410556710995358
just,-0.41215213126490857
solid,-0.4132983767500524
produce,-0.4133889829963893
growth,-0.4152188223794865
virginia,-0.417283128428311
money,-0.41800446165349076
shirts,-0.42027823629533256
getting,-0.42330334934809705
comic,-0.4246038793152922
destiny,-0.42495851706603643
message,-0.42517140795362474
indie,-0.4314517307580727
exclusive,-0.43296598677789655
android,-0.4364290525458196
racing,-0.4371832765122626
musicians,-0.4387628710336538
heat,-0.43877002350868366
chronicles,-0.43925550406399305
alpha,-0.43984901231495
bass,-0.44142717219967004
delivery,-0.44351718795786016
raising,-0.4444010573480935
random,-0.44467890417359884
gypsy,-0.4448966167607018
candy,-0.44491168396628095
walker,-0.4463668067112061
teens,-0.44740722645858094
hollywood,-0.44804704408440615
designer,-0.4488601532726984
collectible,-0.44933582134203454
catch,-0.44982855979373154
gear,-0.45007915260333603
write,-0.4533140457731826
pictures,-0.4550958744106932
vehicle,-0.45708665813200444
warriors,-0.45949027314053026
simply,-0.4634856018719519
australian,-0.4635735672039596
traveling,-0.46376613075361817
drama,-0.4639524299599
meal,-0.4643917453401831
software,-0.4652328018468134
photography,-0.4667554220245845
gym,-0.46921563588991605
eco,-0.46973028071078454
souls,-0.4702746370308398
aquaponics,-0.47092756445846656
jobs,-0.47255679884283014
concept,-0.47394806874278067
sticker,-0.4752498355306038
survivor,-0.47636851536722946
forget,-0.47930271863696217
greeting,-0.4802110130944098
genesis,-0.4845154154676358
texas,-0.4847101986218529
dawn,-0.4857893123900514
rich,-0.4864638440156393
foundation,-0.48674611988244443
studios,-0.48959786020655166
chain,-0.49015861762839347
trip,-0.4919501431529324
scotland,-0.4945628048945149
location,-0.49541497584095145
survival,-0.4969312404909576
diary,-0.4981672957764083
life,-0.5016480608771847
themed,-0.5027229948301234
grip,-0.5046150275983223
hop,-0.505317528521705
dreams,-0.5064283684006063
